28,-1.013673,-0.023378,0.027406
44,-1.014283,-0.022035,0.025941
60,-1.013062,-0.020936,0.025087
75,-1.008667,-0.020692,0.025331
91,-1.007447,-0.022523,0.027529
107,-1.004151,-0.023256,0.028993
122,-1.00061,-0.026552,0.02936
138,-1.000122,-0.029604,0.030214
153,-0.999145,-0.031191,0.033999
169,-0.998413,-0.033266,0.030581
185,-0.999268,-0.0329,0.030825
200,-0.998047,-0.033144,0.02936
216,-0.99414,-0.033388,0.029116
231,-0.992431,-0.034609,0.029116
247,-0.992675,-0.036929,0.027773
263,-0.990844,-0.037783,0.027773
278,-0.989745,-0.031801,0.0235
294,-0.987548,-0.026308,0.023134
310,-0.986449,-0.02704,0.02643
325,-0.983031,-0.028505,0.025819
341,-0.981322,-0.028017,0.024477
356,-0.978881,-0.02704,0.024721
372,-0.98059,-0.0329,0.018861
388,-0.981444,-0.033388,0.016664
403,-0.991821,-0.026918,0.01349
419,-0.988525,-0.02936,0.016419
435,-0.987426,-0.036074,0.004944
450,-0.984618,-0.049136,0.002014
466,-0.992797,-0.048526,-0.002991
481,-0.979857,-0.023622,0.024965
497,-0.98059,-0.030092,0.02643
513,-0.989013,-0.033632,0.024721
528,-0.998291,-0.031435,0.019105
544,-0.984374,-0.02643,0.021547
560,-0.983397,-0.023622,0.023988
575,-0.989745,-0.028871,0.022645
591,-0.994873,-0.03229,0.022645
606,-0.993774,-0.030214,0.022035
622,-0.985229,-0.019716,0.02643
638,-0.981933,-0.015931,0.028383
653,-0.979735,-0.01703,0.023134
669,-0.98413,-0.025331,0.023134
684,-1,-0.017762,0.017884
700,-0.996582,-0.019105,0.026674
716,-0.992431,-0.015687,0.022157
731,-0.987304,-0.018251,0.020326
747,-0.983031,-0.025819,0.016908
763,-0.987182,-0.026552,0.019227
778,-0.985229,-0.028139,0.023866
794,-0.989257,-0.030336,0.024599
809,-0.993286,-0.033999,0.019105
825,-0.987304,-0.032412,0.025453
841,-0.984984,-0.038271,0.025941
856,-0.980712,-0.040713,0.023256
872,-0.98059,-0.039858,0.026308
888,-0.985473,-0.031801,0.02289
903,-0.982543,-0.026186,0.020448
919,-0.988158,-0.020204,0.023622
934,-0.993286,-0.022401,0.02289
950,-0.995605,-0.022767,0.024599
966,-0.996338,-0.026552,0.025819
981,-0.99292,-0.021058,0.028261
997,-0.988647,-0.019838,0.031923
1013,-0.983886,-0.024721,0.03229
1028,-0.983642,-0.027284,0.03229
1044,-0.988525,-0.030214,0.034609
1059,-0.993286,-0.02704,0.026918
1075,-0.994506,-0.027651,0.030214
1090,-0.998535,-0.024599,0.030458
1106,-0.998169,-0.028749,0.029848
1122,-0.991332,-0.02997,0.028261
1138,-0.988769,-0.037539,0.028749
1153,-0.989257,-0.038271,0.028261
1169,-0.983031,-0.040835,0.024232
1184,-0.982177,-0.033999,0.02643
1200,-0.992431,-0.019593,0.035586
1216,-0.990112,-0.019716,0.034609
1231,-0.989135,-0.029848,0.028993
1247,-0.983764,-0.034975,0.02411
1262,-0.983764,-0.031557,0.032534
1278,-0.985961,-0.034609,0.034975
1294,-0.988525,-0.035342,0.034975
1309,-0.994018,-0.031069,0.028505
1325,-0.992431,-0.032412,0.032167
1341,-0.995239,-0.025697,0.029238
1356,-0.994751,-0.028261,0.032045
1372,-0.994751,-0.03644,0.030581
1387,-0.990478,-0.032167,0.037661
1403,-0.984374,-0.025453,0.040347
1419,-0.98181,-0.023012,0.037661
1434,-0.981078,-0.025697,0.028017
1450,-0.980712,-0.029238,0.028139
1466,-0.98767,-0.02289,0.029238
1481,-0.989135,-0.028261,0.028993
1497,-0.986938,-0.030214,0.028505
1512,-0.985839,-0.021669,0.032778
1528,-0.989379,-0.023744,0.037661
1544,-0.992187,-0.020936,0.03229
1559,-0.987792,-0.024721,0.039126
1575,-0.993408,-0.032656,0.032778
1590,-1.002686,-0.033632,0.029604
1606,-0.996216,-0.027162,0.033388
1622,-0.985595,-0.024477,0.030947
1637,-0.989013,-0.031801,0.032534
1653,-0.989013,-0.028871,0.033266
1669,-0.98767,-0.023744,0.037661
1684,-0.983397,-0.023866,0.040347
1700,-0.988525,-0.025697,0.032778
1715,-0.99121,-0.020936,0.035219
1731,-0.988525,-0.024232,0.032534
1747,-0.994751,-0.030947,0.030458
1762,-0.99121,-0.031069,0.028871
1778,-0.985351,-0.03058,0.024965
1794,-0.982543,-0.020692,0.030336
1809,-0.976683,-0.015687,0.032534
1825,-0.98059,-0.018983,0.029482
1841,-0.978636,-0.025942,0.028627
1856,-0.984862,-0.027284,0.030947
1872,-0.990356,-0.025209,0.033144
1887,-0.983764,-0.022523,0.031679
1903,-0.987304,-0.026308,0.033144
1918,-0.990234,-0.025331,0.036196
1934,-0.990722,-0.026796,0.03229
1950,-0.981322,-0.028627,0.032167
1965,-0.989257,-0.020326,0.026918
1981,-0.992187,-0.030825,0.024477
1997,-0.997558,-0.027529,0.029482
2012,-0.992065,-0.023012,0.038393
2028,-0.988281,-0.024477,0.03876
2044,-0.986327,-0.027895,0.037783
2059,-0.988036,-0.027162,0.033266
2075,-0.989257,-0.018983,0.032045
2090,-0.986449,-0.0235,0.031313
2106,-0.982299,-0.025942,0.030214
2122,-0.985839,-0.027406,0.034975
2137,-0.989501,-0.029726,0.033266
2153,-0.988647,-0.033877,0.036684
2169,-0.99292,-0.031435,0.034487
2184,-0.991332,-0.028383,0.035586
2200,-0.996216,-0.0329,0.034731
2215,-0.992797,-0.021058,0.03998
2231,-0.993042,-0.009705,0.04816
2246,-0.994995,-0.021425,0.045596
2262,-0.993774,-0.023744,0.041079
2278,-0.98999,-0.029238,0.034731
2294,-0.98706,-0.026674,0.037783
2309,-0.985595,-0.025575,0.040957
2325,-0.988036,-0.021425,0.0423
2340,-0.983153,-0.019716,0.040957
2356,-0.983153,-0.02411,0.039492
2372,-0.993042,-0.022767,0.037173
2387,-0.992553,-0.024355,0.034853
2403,-0.992431,-0.026064,0.038516
2418,-0.991821,-0.02057,0.038516
2434,-0.986571,-0.018495,0.041934
2450,-0.98767,-0.026918,0.03876
2465,-0.991943,-0.023256,0.040469
2481,-0.990844,-0.015199,0.041079
2497,-0.984496,-0.017518,0.038638
2512,-0.987182,-0.020204,0.040469
2528,-0.983764,-0.003601,0.047916
2543,-0.97827,-0.01471,0.0423
2559,-0.979613,-0.026186,0.034731
2574,-0.982543,-0.025575,0.034731
2590,-0.984984,-0.018739,0.040103
2606,-0.995239,-0.016542,0.04523
2621,-0.997681,-0.015687,0.043521
2637,-0.997436,-0.015321,0.046817
2653,-0.995117,-0.022645,0.045718
2668,-0.990112,-0.034487,0.038393
2684,-0.982665,-0.035342,0.039126
2700,-0.986083,-0.027529,0.043399
2715,-0.985595,-0.023134,0.041201
2731,-0.988647,-0.025575,0.03644
2746,-0.992675,-0.019838,0.039248
2762,-0.996338,-0.015321,0.041079
2778,-0.990478,-0.01703,0.04169
2793,-0.988647,-0.022157,0.037417
2809,-0.98999,-0.026918,0.039736
2825,-0.989623,-0.025453,0.045718
2840,-0.988525,-0.022401,0.045108
2856,-0.984252,-0.02643,0.040469
2871,-0.984618,-0.025819,0.040835
2887,-0.985717,-0.026308,0.038882
2903,-0.989379,-0.023256,0.046206
2918,-0.992553,-0.025819,0.047671
2934,-0.99414,-0.026796,0.043643
2950,-0.989379,-0.021425,0.045474
2965,-0.985839,-0.019593,0.044375
2981,-0.988891,-0.018129,0.046573
2996,-0.9906,-0.020448,0.04523
3012,-0.9906,-0.019227,0.040591
3028,-0.985839,-0.019471,0.042422
3043,-0.982055,-0.022157,0.038393
3059,-0.985961,-0.020936,0.035219
3074,-0.981444,-0.019227,0.040103
3090,-0.986571,-0.022401,0.044619
3106,-0.993652,-0.031191,0.041445
3121,-0.992797,-0.026552,0.042788
3137,-0.988036,-0.019227,0.043032
3153,-0.985229,-0.020936,0.041323
3168,-0.98706,-0.017884,0.045596
3184,-0.987182,-0.024232,0.046206
3199,-0.989257,-0.029482,0.045962
3215,-0.992553,-0.025453,0.046084
3231,-0.989868,-0.025697,0.044497
3246,-0.987182,-0.024599,0.047427
3262,-0.995239,-0.026918,0.044009
3277,-0.992797,-0.0329,0.038516
3293,-0.990966,-0.031313,0.040469
3309,-0.988647,-0.026064,0.046084
3324,-0.986205,-0.021913,0.04584
3340,-0.984862,-0.027529,0.040957
3356,-0.984374,-0.020936,0.039004
3371,-0.982299,-0.021181,0.045474
3387,-0.986205,-0.023378,0.043887
3402,-0.987548,-0.023988,0.042178
3418,-0.989501,-0.021913,0.044619
3434,-0.989135,-0.015687,0.049258
3449,-0.993774,-0.016175,0.054142
3465,-0.995239,-0.018739,0.052677
3481,-0.995605,-0.023012,0.051212
3496,-0.993896,-0.02289,0.053897
3512,-0.995849,-0.023378,0.048404
3527,-0.987426,-0.023988,0.046206
